"YEARMONTHWEEK","DIST","mobility"
"2020-01-05","Guro.gu",304103
"2020-02-01","Guro.gu",304395
"2020-02-02","Guro.gu",308292
"2020-02-03","Guro.gu",295639
"2020-02-04","Guro.gu",264408
"2020-03-01","Guro.gu",256977
"2020-03-02","Guro.gu",251453
"2020-03-03","Guro.gu",255595
"2020-03-04","Guro.gu",262805
"2020-04-01","Guro.gu",262896
"2020-04-02","Guro.gu",268298
"2020-04-03","Guro.gu",264696
"2020-04-04","Guro.gu",285668
"2020-04-05","Guro.gu",271694
"2020-05-01","Guro.gu",290482
"2020-05-02","Guro.gu",303961
"2020-05-03","Guro.gu",302758
"2020-05-04","Guro.gu",306248
"2020-06-01","Guro.gu",301779
"2020-06-02","Guro.gu",298327
"2020-06-03","Guro.gu",305257
"2020-06-04","Guro.gu",303691
"2020-07-01","Guro.gu",306436
"2020-07-02","Guro.gu",297354
"2020-07-03","Guro.gu",303586
"2020-07-04","Guro.gu",304072
"2020-07-05","Guro.gu",297821
"2020-08-01","Guro.gu",294403
"2020-08-02","Guro.gu",302798
"2020-08-03","Guro.gu",268372
"2020-08-04","Guro.gu",261071
"2020-09-01","Guro.gu",254739
"2020-09-02","Guro.gu",267178
"2020-09-03","Guro.gu",293036
"2020-09-04","Guro.gu",300151
"2020-10-01","Guro.gu",266627
"2020-10-02","Guro.gu",292315
"2020-10-03","Guro.gu",319387
"2020-10-04","Guro.gu",320142
"2020-10-05","Guro.gu",328460
"2020-11-01","Guro.gu",319613
"2020-11-02","Guro.gu",330390
"2020-11-03","Guro.gu",323568
"2020-11-04","Guro.gu",298222
"2020-12-01","Guro.gu",283451
"2020-12-02","Guro.gu",273277
"2020-12-03","Guro.gu",264081
"2020-12-04","Guro.gu",266102
"2020-12-05","Guro.gu",275329
"2021-01-01","Guro.gu",289154
"2021-01-02","Guro.gu",306221
"2021-01-03","Guro.gu",319499
"2021-01-04","Guro.gu",309778
"2021-02-01","Guro.gu",274270
"2021-02-02","Guro.gu",252337
"2021-02-03","Guro.gu",279280
"2021-02-04","Guro.gu",290201
"2021-03-01","Guro.gu",281412
"2021-03-02","Guro.gu",301699
"2021-03-03","Guro.gu",300201
"2021-03-04","Guro.gu",300709
"2021-04-01","Guro.gu",300286
"2021-04-02","Guro.gu",298542
"2021-04-03","Guro.gu",293753
"2021-04-04","Guro.gu",298018
"2021-04-05","Guro.gu",300205
"2021-05-01","Guro.gu",289862
"2021-05-02","Guro.gu",297030
"2021-05-03","Guro.gu",286921
"2021-05-04","Guro.gu",299989
"2021-06-01","Guro.gu",300448
"2021-06-02","Guro.gu",309771
"2021-06-03","Guro.gu",345915
"2021-06-04","Guro.gu",351140
"2021-07-01","Guro.gu",338447
"2021-07-02","Guro.gu",315768
"2021-07-03","Guro.gu",287444
"2021-07-04","Guro.gu",287235
"2021-07-05","Guro.gu",279214
"2021-08-01","Guro.gu",265868
"2021-08-02","Guro.gu",275327
"2021-08-03","Guro.gu",265387
"2021-08-04","Guro.gu",281872
"2021-09-01","Guro.gu",279959
"2021-09-02","Guro.gu",281850
"2021-09-03","Guro.gu",287884
"2021-09-04","Guro.gu",251026
"2021-09-05","Guro.gu",284895
"2021-10-01","Guro.gu",271897
"2021-10-02","Guro.gu",286343
"2021-10-03","Guro.gu",297782
"2021-10-04","Guro.gu",302161
"2021-11-01","Guro.gu",301975
"2021-11-02","Guro.gu",301238
"2021-11-03","Guro.gu",309245
"2021-11-04","Guro.gu",302621
"2021-12-01","Guro.gu",299288
"2021-12-02","Guro.gu",295856
"2021-12-03","Guro.gu",296496
"2021-12-04","Guro.gu",298699
"2021-12-05","Guro.gu",286370
"2022-01-01","Guro.gu",292480
"2022-01-02","Guro.gu",292010
"2022-01-03","Guro.gu",295763
"2022-01-04","Guro.gu",293289
"2022-02-01","Guro.gu",248037
"2022-02-02","Guro.gu",280001
"2022-02-03","Guro.gu",273642
"2022-02-04","Guro.gu",271077
"2022-03-01","Guro.gu",260931
"2022-03-02","Guro.gu",259767
"2022-03-03","Guro.gu",270566
"2022-03-04","Guro.gu",275491
"2022-03-05","Guro.gu",283965
"2022-04-01","Guro.gu",291514
"2022-04-02","Guro.gu",292754
"2022-04-03","Guro.gu",304279
"2022-04-04","Guro.gu",309150
"2022-05-01","Guro.gu",301332
"2022-05-02","Guro.gu",315623
"2022-05-03","Guro.gu",316893
"2022-05-04","Guro.gu",311844
"2022-06-01","Guro.gu",302928
"2022-06-02","Guro.gu",297761
"2022-06-03","Guro.gu",317792
"2022-06-04","Guro.gu",317863
"2022-06-05","Guro.gu",313635
"2022-07-01","Guro.gu",316753
"2022-07-02","Guro.gu",306418
"2022-07-03","Guro.gu",315625
"2022-07-04","Guro.gu",314759
"2022-08-01","Guro.gu",304744
"2022-08-02","Guro.gu",299192
"2022-08-03","Guro.gu",300876
"2022-08-04","Guro.gu",318131
"2022-09-01","Guro.gu",320675
"2022-09-02","Guro.gu",308420
"2022-09-03","Guro.gu",300181
"2022-09-04","Guro.gu",328928
"2022-09-05","Guro.gu",383254
"2022-10-01","Guro.gu",449865
"2022-10-02","Guro.gu",411605
"2022-10-03","Guro.gu",475667
"2022-10-04","Guro.gu",480313
"2022-11-01","Guro.gu",401812
"2022-11-02","Guro.gu",408012
"2022-11-03","Guro.gu",410370
"2022-11-04","Guro.gu",443843
"2022-12-01","Guro.gu",413805
"2022-12-02","Guro.gu",376923
"2022-12-03","Guro.gu",316799
"2022-12-04","Guro.gu",319011
"2022-12-05","Guro.gu",315189
"2023-01-01","Guro.gu",307823
"2023-01-02","Guro.gu",316935
"2023-01-03","Guro.gu",322422
"2023-01-04","Guro.gu",275132
"2023-02-01","Guro.gu",309131
"2023-02-02","Guro.gu",309283
"2023-02-03","Guro.gu",311785
"2023-02-04","Guro.gu",311173
"2023-03-01","Guro.gu",304621
"2023-03-02","Guro.gu",316412
"2023-03-03","Guro.gu",322440
"2023-03-04","Guro.gu",319366
"2023-03-05","Guro.gu",326357
"2023-04-01","Guro.gu",314094
"2023-04-02","Guro.gu",320729
"2023-04-03","Guro.gu",316701
"2023-04-04","Guro.gu",321239
"2023-05-01","Guro.gu",307916
"2023-05-02","Guro.gu",329844
"2023-05-03","Guro.gu",333003
"2023-05-04","Guro.gu",327431
"2023-06-01","Guro.gu",326791
"2023-06-02","Guro.gu",304460
"2023-06-03","Guro.gu",324642
"2023-06-04","Guro.gu",321365
"2023-06-05","Guro.gu",326235
"2023-07-01","Guro.gu",333147
"2023-07-02","Guro.gu",324731
"2023-07-03","Guro.gu",327495
"2023-07-04","Guro.gu",333481
"2023-08-01","Guro.gu",308791
"2019-01-01","Geumcheon.gu",212261
"2019-01-02","Geumcheon.gu",234796
"2019-01-03","Geumcheon.gu",241718
"2019-01-04","Geumcheon.gu",242849
"2019-01-05","Geumcheon.gu",243160
"2019-02-01","Geumcheon.gu",187836
"2019-02-02","Geumcheon.gu",240574
"2019-02-03","Geumcheon.gu",235498
"2019-02-04","Geumcheon.gu",224407
"2019-03-01","Geumcheon.gu",243023
"2019-03-02","Geumcheon.gu",241956
"2019-03-03","Geumcheon.gu",239069
"2019-03-04","Geumcheon.gu",241845
"2019-04-01","Geumcheon.gu",246005
"2019-04-02","Geumcheon.gu",242095
"2019-04-03","Geumcheon.gu",246020
"2019-04-04","Geumcheon.gu",243679
"2019-05-01","Geumcheon.gu",235473
"2019-05-02","Geumcheon.gu",234061
"2019-05-03","Geumcheon.gu",247713
"2019-05-04","Geumcheon.gu",245349
"2019-05-05","Geumcheon.gu",245540
"2019-06-01","Geumcheon.gu",212740
"2019-06-02","Geumcheon.gu",233900
"2019-06-03","Geumcheon.gu",241741
"2019-06-04","Geumcheon.gu",238671
"2019-07-01","Geumcheon.gu",247383
"2019-07-02","Geumcheon.gu",244751
"2019-07-03","Geumcheon.gu",245368
"2019-07-04","Geumcheon.gu",240906
"2019-08-01","Geumcheon.gu",228671
"2019-08-02","Geumcheon.gu",228648
"2019-08-03","Geumcheon.gu",215085
"2019-08-04","Geumcheon.gu",221418
"2019-08-05","Geumcheon.gu",241579
"2019-09-01","Geumcheon.gu",239502
"2019-09-02","Geumcheon.gu",213961
"2019-09-03","Geumcheon.gu",245478
"2019-09-04","Geumcheon.gu",235012
"2019-10-01","Geumcheon.gu",222814
"2019-10-02","Geumcheon.gu",221438
"2019-10-03","Geumcheon.gu",243111
"2019-10-04","Geumcheon.gu",242922
"2019-10-05","Geumcheon.gu",248526
"2019-11-01","Geumcheon.gu",245775
"2019-11-02","Geumcheon.gu",243814
"2019-11-03","Geumcheon.gu",244823
"2019-11-04","Geumcheon.gu",247753
"2019-12-01","Geumcheon.gu",244117
"2019-12-02","Geumcheon.gu",244872
"2019-12-03","Geumcheon.gu",245668
"2019-12-04","Geumcheon.gu",233908
"2020-01-01","Geumcheon.gu",220852
"2020-01-02","Geumcheon.gu",239577
"2020-01-03","Geumcheon.gu",246273
"2020-01-04","Geumcheon.gu",233847
"2020-01-05","Geumcheon.gu",214518
"2020-02-01","Geumcheon.gu",229943
"2020-02-02","Geumcheon.gu",233317
"2020-02-03","Geumcheon.gu",225992
"2020-02-04","Geumcheon.gu",208357
"2020-03-01","Geumcheon.gu",200594
"2020-03-02","Geumcheon.gu",201094
"2020-03-03","Geumcheon.gu",207413
"2020-03-04","Geumcheon.gu",213939
"2020-04-01","Geumcheon.gu",214015
"2020-04-02","Geumcheon.gu",216953
"2020-04-03","Geumcheon.gu",206381
"2020-04-04","Geumcheon.gu",223494
"2020-04-05","Geumcheon.gu",201046
"2020-05-01","Geumcheon.gu",212827
"2020-05-02","Geumcheon.gu",233336
"2020-05-03","Geumcheon.gu",234389
"2020-05-04","Geumcheon.gu",236943
"2020-06-01","Geumcheon.gu",234412
"2020-06-02","Geumcheon.gu",232396
"2020-06-03","Geumcheon.gu",234603
"2020-06-04","Geumcheon.gu",232807
"2020-07-01","Geumcheon.gu",233991
"2020-07-02","Geumcheon.gu",240847
"2020-07-03","Geumcheon.gu",232769
"2020-07-04","Geumcheon.gu",231076
"2020-07-05","Geumcheon.gu",226079
"2020-08-01","Geumcheon.gu",215312
"2020-08-02","Geumcheon.gu",225208
"2020-08-03","Geumcheon.gu",201134
"2020-08-04","Geumcheon.gu",208236
"2020-09-01","Geumcheon.gu",202604
"2020-09-02","Geumcheon.gu",208538
"2020-09-03","Geumcheon.gu",225645
"2020-09-04","Geumcheon.gu",233155
"2020-10-01","Geumcheon.gu",183478
"2020-10-02","Geumcheon.gu",217781
"2020-10-03","Geumcheon.gu",238162
"2020-10-04","Geumcheon.gu",238646
"2020-10-05","Geumcheon.gu",236008
"2020-11-01","Geumcheon.gu",236269
"2020-11-02","Geumcheon.gu",236315
"2020-11-03","Geumcheon.gu",228879
"2020-11-04","Geumcheon.gu",221979
"2020-12-01","Geumcheon.gu",215911
"2020-12-02","Geumcheon.gu",207279
"2020-12-03","Geumcheon.gu",201927
"2020-12-04","Geumcheon.gu",186981
"2020-12-05","Geumcheon.gu",179282
"2021-01-01","Geumcheon.gu",202123
"2021-01-02","Geumcheon.gu",210834
"2021-01-03","Geumcheon.gu",216661
"2021-01-04","Geumcheon.gu",217978
"2021-02-01","Geumcheon.gu",216288
"2021-02-02","Geumcheon.gu",184289
"2021-02-03","Geumcheon.gu",215803
"2021-02-04","Geumcheon.gu",223998
"2021-03-01","Geumcheon.gu",206204
"2021-03-02","Geumcheon.gu",225806
"2021-03-03","Geumcheon.gu",225587
"2021-03-04","Geumcheon.gu",225585
"2021-04-01","Geumcheon.gu",227872
"2021-04-02","Geumcheon.gu",225839
"2021-04-03","Geumcheon.gu",223839
"2021-04-04","Geumcheon.gu",224644
"2021-04-05","Geumcheon.gu",225685
"2021-05-01","Geumcheon.gu",212895
"2021-05-02","Geumcheon.gu",224368
"2021-05-03","Geumcheon.gu",213467
"2021-05-04","Geumcheon.gu",226424
"2021-06-01","Geumcheon.gu",227131
"2021-06-02","Geumcheon.gu",226869
"2021-06-03","Geumcheon.gu",228488
"2021-06-04","Geumcheon.gu",231956
"2021-07-01","Geumcheon.gu",233005
"2021-07-02","Geumcheon.gu",226265
"2021-07-03","Geumcheon.gu",213565
"2021-07-04","Geumcheon.gu",214699
"2021-07-05","Geumcheon.gu",212289
"2021-08-01","Geumcheon.gu",201307
"2021-08-02","Geumcheon.gu",210254
"2021-08-03","Geumcheon.gu",195653
"2021-08-04","Geumcheon.gu",214206
"2021-09-01","Geumcheon.gu",215570
"2021-09-02","Geumcheon.gu",217155
"2021-09-03","Geumcheon.gu",225132
"2021-09-04","Geumcheon.gu",175113
"2021-09-05","Geumcheon.gu",219913
"2021-10-01","Geumcheon.gu",202489
"2021-10-02","Geumcheon.gu",209552
"2021-10-03","Geumcheon.gu",224486
"2021-10-04","Geumcheon.gu",225305
"2021-11-01","Geumcheon.gu",228007
"2021-11-02","Geumcheon.gu",227497
"2021-11-03","Geumcheon.gu",229263
"2021-11-04","Geumcheon.gu",228712
"2021-12-01","Geumcheon.gu",227365
"2021-12-02","Geumcheon.gu",223487
"2021-12-03","Geumcheon.gu",219866
"2021-12-04","Geumcheon.gu",224890
"2021-12-05","Geumcheon.gu",220909
"2022-01-01","Geumcheon.gu",224495
"2022-01-02","Geumcheon.gu",226018
"2022-01-03","Geumcheon.gu",226903
"2022-01-04","Geumcheon.gu",226862
"2022-02-01","Geumcheon.gu",169726
"2022-02-02","Geumcheon.gu",217871
"2022-02-03","Geumcheon.gu",214410
"2022-02-04","Geumcheon.gu",212426
"2022-03-01","Geumcheon.gu",197541
"2022-03-02","Geumcheon.gu",195297
"2022-03-03","Geumcheon.gu",206525
"2022-03-04","Geumcheon.gu",209593
"2022-03-05","Geumcheon.gu",215708
"2022-04-01","Geumcheon.gu",224803
"2022-04-02","Geumcheon.gu",223552
"2022-04-03","Geumcheon.gu",228528
"2022-04-04","Geumcheon.gu",233525
"2022-05-01","Geumcheon.gu",220762
"2022-05-02","Geumcheon.gu",237948
"2022-05-03","Geumcheon.gu",237908
"2022-05-04","Geumcheon.gu",237471
"2022-06-01","Geumcheon.gu",221521
"2022-06-02","Geumcheon.gu",218882
"2022-06-03","Geumcheon.gu",234668
"2022-06-04","Geumcheon.gu",234264
"2022-06-05","Geumcheon.gu",233641
"2022-07-01","Geumcheon.gu",238188
"2022-07-02","Geumcheon.gu",231098
"2022-07-03","Geumcheon.gu",232059
"2022-07-04","Geumcheon.gu",225225
"2022-08-01","Geumcheon.gu",215266
"2022-08-02","Geumcheon.gu",217222
"2022-08-03","Geumcheon.gu",208489
"2022-08-04","Geumcheon.gu",225431
"2022-09-01","Geumcheon.gu",231224
"2022-09-02","Geumcheon.gu",220935
"2022-09-03","Geumcheon.gu",214580
"2022-09-04","Geumcheon.gu",235325
"2022-09-05","Geumcheon.gu",246504
"2022-10-01","Geumcheon.gu",249903
"2022-10-02","Geumcheon.gu",260939
"2022-10-03","Geumcheon.gu",274825
"2022-10-04","Geumcheon.gu",272888
"2022-11-01","Geumcheon.gu",281689
"2022-11-02","Geumcheon.gu",284290
"2022-11-03","Geumcheon.gu",285106
"2022-11-04","Geumcheon.gu",266507
"2022-12-01","Geumcheon.gu",279639
"2022-12-02","Geumcheon.gu",274052
"2022-12-03","Geumcheon.gu",231132
"2022-12-04","Geumcheon.gu",234052
"2022-12-05","Geumcheon.gu",230256
"2023-01-01","Geumcheon.gu",227908
"2023-01-02","Geumcheon.gu",231746
"2023-01-03","Geumcheon.gu",236887
"2023-01-04","Geumcheon.gu",190392
"2023-02-01","Geumcheon.gu",231555
"2023-02-02","Geumcheon.gu",230542
"2023-02-03","Geumcheon.gu",230192
"2023-02-04","Geumcheon.gu",228474
"2023-03-01","Geumcheon.gu",217164
"2023-03-02","Geumcheon.gu",231015
"2023-03-03","Geumcheon.gu",233477
"2023-03-04","Geumcheon.gu",233837
"2023-03-05","Geumcheon.gu",239933
"2023-04-01","Geumcheon.gu",227862
"2023-04-02","Geumcheon.gu",229083
"2023-04-03","Geumcheon.gu",230570
"2023-04-04","Geumcheon.gu",234399
"2023-05-01","Geumcheon.gu",215504
"2023-05-02","Geumcheon.gu",241239
"2023-05-03","Geumcheon.gu",242490
"2023-05-04","Geumcheon.gu",232068
"2023-06-01","Geumcheon.gu",221840
"2023-06-02","Geumcheon.gu",214503
"2023-06-03","Geumcheon.gu",234367
"2023-06-04","Geumcheon.gu",233621
"2023-06-05","Geumcheon.gu",236600
"2023-07-01","Geumcheon.gu",245343
"2023-07-02","Geumcheon.gu",240048
"2023-07-03","Geumcheon.gu",242558
"2023-07-04","Geumcheon.gu",241497
"2023-08-01","Geumcheon.gu",228707
"2019-01-01","Nowon.gu",244889
"2019-01-02","Nowon.gu",253386
"2019-01-03","Nowon.gu",267521
"2019-01-04","Nowon.gu",266748
"2019-01-05","Nowon.gu",279593
"2019-02-01","Nowon.gu",276646
"2019-02-02","Nowon.gu",280961
"2019-02-03","Nowon.gu",274334
"2019-02-04","Nowon.gu",271983
"2019-03-01","Nowon.gu",298389
"2019-03-02","Nowon.gu",303706
"2019-03-03","Nowon.gu",300189
"2019-03-04","Nowon.gu",303840
"2019-04-01","Nowon.gu",298505
"2019-04-02","Nowon.gu",289400
"2019-04-03","Nowon.gu",295345
"2019-04-04","Nowon.gu",298700
"2019-05-01","Nowon.gu",314896
"2019-05-02","Nowon.gu",301132
"2019-05-03","Nowon.gu",302590
"2019-05-04","Nowon.gu",310432
"2019-05-05","Nowon.gu",307014
"2019-06-01","Nowon.gu",296584
"2019-06-02","Nowon.gu",293753
"2019-06-03","Nowon.gu",291846
"2019-06-04","Nowon.gu",295208
"2019-07-01","Nowon.gu",285972
"2019-07-02","Nowon.gu",282729
"2019-07-03","Nowon.gu",285584
"2019-07-04","Nowon.gu",271933
"2019-08-01","Nowon.gu",275014
"2019-08-02","Nowon.gu",268103
"2019-08-03","Nowon.gu",236043
"2019-08-04","Nowon.gu",245424
"2019-08-05","Nowon.gu",284361
"2019-09-01","Nowon.gu",285846
"2019-09-02","Nowon.gu",300327
"2019-09-03","Nowon.gu",289434
"2019-09-04","Nowon.gu",278527
"2019-10-01","Nowon.gu",287063
"2019-10-02","Nowon.gu",276286
"2019-10-03","Nowon.gu",298808
"2019-10-04","Nowon.gu",296787
"2019-10-05","Nowon.gu",298855
"2019-11-01","Nowon.gu",297969
"2019-11-02","Nowon.gu",295914
"2019-11-03","Nowon.gu",298363
"2019-11-04","Nowon.gu",297281
"2019-12-01","Nowon.gu",287635
"2019-12-02","Nowon.gu",290709
"2019-12-03","Nowon.gu",290247
"2019-12-04","Nowon.gu",286624
"2020-01-01","Nowon.gu",287810
"2020-01-02","Nowon.gu",282212
"2020-01-03","Nowon.gu",287487
"2020-01-04","Nowon.gu",299093
"2020-01-05","Nowon.gu",262920
"2020-02-01","Nowon.gu",252582
"2020-02-02","Nowon.gu",255738
"2020-02-03","Nowon.gu",240127
"2020-02-04","Nowon.gu",194655
"2020-03-01","Nowon.gu",194247
"2020-03-02","Nowon.gu",205324
"2020-03-03","Nowon.gu",209813
"2020-03-04","Nowon.gu",218406
"2020-04-01","Nowon.gu",217306
"2020-04-02","Nowon.gu",220535
"2020-04-03","Nowon.gu",227011
"2020-04-04","Nowon.gu",232954
"2020-04-05","Nowon.gu",246984
"2020-05-01","Nowon.gu",252183
"2020-05-02","Nowon.gu",245215
"2020-05-03","Nowon.gu",249638
"2020-05-04","Nowon.gu",258344
"2020-06-01","Nowon.gu",251415
"2020-06-02","Nowon.gu",249504
"2020-06-03","Nowon.gu",256336
"2020-06-04","Nowon.gu",258638
"2020-07-01","Nowon.gu",257594
"2020-07-02","Nowon.gu",248120
"2020-07-03","Nowon.gu",254857
"2020-07-04","Nowon.gu",255310
"2020-07-05","Nowon.gu",249446
"2020-08-01","Nowon.gu",241625
"2020-08-02","Nowon.gu",249813
"2020-08-03","Nowon.gu",214190
"2020-08-04","Nowon.gu",201617
"2020-09-01","Nowon.gu",191197
"2020-09-02","Nowon.gu",199726
"2020-09-03","Nowon.gu",232262
"2020-09-04","Nowon.gu",244888
"2020-10-01","Nowon.gu",255231
"2020-10-02","Nowon.gu",239551
"2020-10-03","Nowon.gu",258466
"2020-10-04","Nowon.gu",264798
"2020-10-05","Nowon.gu",266319
"2020-11-01","Nowon.gu",256822
"2020-11-02","Nowon.gu",259845
"2020-11-03","Nowon.gu",243878
"2020-11-04","Nowon.gu",225418
"2020-12-01","Nowon.gu",213837
"2020-12-02","Nowon.gu",201366
"2020-12-03","Nowon.gu",190398
"2020-12-04","Nowon.gu",192288
"2020-12-05","Nowon.gu",196366
"2021-01-01","Nowon.gu",186989
"2021-01-02","Nowon.gu",203026
"2021-01-03","Nowon.gu",216083
"2021-01-04","Nowon.gu",221423
"2021-02-01","Nowon.gu",213544
"2021-02-02","Nowon.gu",224460
"2021-02-03","Nowon.gu",224041
"2021-02-04","Nowon.gu",237642
"2021-03-01","Nowon.gu",237601
"2021-03-02","Nowon.gu",243917
"2021-03-03","Nowon.gu",248550
"2021-03-04","Nowon.gu",246390
"2021-04-01","Nowon.gu",248673
"2021-04-02","Nowon.gu",243563
"2021-04-03","Nowon.gu",241722
"2021-04-04","Nowon.gu",244293
"2021-04-05","Nowon.gu",244445
"2021-05-01","Nowon.gu",249221
"2021-05-02","Nowon.gu",242866
"2021-05-03","Nowon.gu",240997
"2021-05-04","Nowon.gu",242459
"2021-06-01","Nowon.gu",241849
"2021-06-02","Nowon.gu",241545
"2021-06-03","Nowon.gu",245355
"2021-06-04","Nowon.gu",244592
"2021-07-01","Nowon.gu",238154
"2021-07-02","Nowon.gu",232204
"2021-07-03","Nowon.gu",210903
"2021-07-04","Nowon.gu",209547
"2021-07-05","Nowon.gu",213005
"2021-08-01","Nowon.gu",208555
"2021-08-02","Nowon.gu",217999
"2021-08-03","Nowon.gu",215046
"2021-08-04","Nowon.gu",227097
"2021-09-01","Nowon.gu",230653
"2021-09-02","Nowon.gu",237339
"2021-09-03","Nowon.gu",250254
"2021-09-04","Nowon.gu",240907
"2021-09-05","Nowon.gu",241765
"2021-10-01","Nowon.gu",224664
"2021-10-02","Nowon.gu",238415
"2021-10-03","Nowon.gu",241850
"2021-10-04","Nowon.gu",249679
"2021-11-01","Nowon.gu",248442
"2021-11-02","Nowon.gu",242951
"2021-11-03","Nowon.gu",247088
"2021-11-04","Nowon.gu",249616
"2021-12-01","Nowon.gu",244769
"2021-12-02","Nowon.gu",236428
"2021-12-03","Nowon.gu",235289
"2021-12-04","Nowon.gu",226756
"2021-12-05","Nowon.gu",237639
"2022-01-01","Nowon.gu",227647
"2022-01-02","Nowon.gu",228042
"2022-01-03","Nowon.gu",228262
"2022-01-04","Nowon.gu",237386
"2022-02-01","Nowon.gu",227318
"2022-02-02","Nowon.gu",225320
"2022-02-03","Nowon.gu",223945
"2022-02-04","Nowon.gu",228185
"2022-03-01","Nowon.gu",233485
"2022-03-02","Nowon.gu",230354
"2022-03-03","Nowon.gu",236221
"2022-03-04","Nowon.gu",242649
"2022-03-05","Nowon.gu",248308
"2022-04-01","Nowon.gu",247640
"2022-04-02","Nowon.gu",251019
"2022-04-03","Nowon.gu",262007
"2022-04-04","Nowon.gu",270416
"2022-05-01","Nowon.gu",278360
"2022-05-02","Nowon.gu",274782
"2022-05-03","Nowon.gu",274605
"2022-05-04","Nowon.gu",273949
"2022-06-01","Nowon.gu",268815
"2022-06-02","Nowon.gu",257725
"2022-06-03","Nowon.gu",265144
"2022-06-04","Nowon.gu",258645
"2022-06-05","Nowon.gu",253834
"2022-07-01","Nowon.gu",257405
"2022-07-02","Nowon.gu",244269
"2022-07-03","Nowon.gu",250719
"2022-07-04","Nowon.gu",244327
"2022-08-01","Nowon.gu",236585
"2022-08-02","Nowon.gu",229857
"2022-08-03","Nowon.gu",239495
"2022-08-04","Nowon.gu",248243
"2022-09-01","Nowon.gu",257298
"2022-09-02","Nowon.gu",284782
"2022-09-03","Nowon.gu",267951
"2022-09-04","Nowon.gu",280750
"2022-09-05","Nowon.gu",365559
"2022-10-01","Nowon.gu",458716
"2022-10-02","Nowon.gu",405164
"2022-10-03","Nowon.gu",471098
"2022-10-04","Nowon.gu",472763
"2022-11-01","Nowon.gu",360613
"2022-11-02","Nowon.gu",379563
"2022-11-03","Nowon.gu",385052
"2022-11-04","Nowon.gu",438427
"2022-12-01","Nowon.gu",405015
"2022-12-02","Nowon.gu",330205
"2022-12-03","Nowon.gu",254435
"2022-12-04","Nowon.gu",251277
"2022-12-05","Nowon.gu",258006
"2023-01-01","Nowon.gu",237065
"2023-01-02","Nowon.gu",241528
"2023-01-03","Nowon.gu",257101
"2023-01-04","Nowon.gu",232748
"2023-02-01","Nowon.gu",238596
"2023-02-02","Nowon.gu",241101
"2023-02-03","Nowon.gu",246416
"2023-02-04","Nowon.gu",251449
"2023-03-01","Nowon.gu",262669
"2023-03-02","Nowon.gu",271749
"2023-03-03","Nowon.gu",276468
"2023-03-04","Nowon.gu",276584
"2023-03-05","Nowon.gu",276567
"2023-04-01","Nowon.gu",259033
"2023-04-02","Nowon.gu",264819
"2023-04-03","Nowon.gu",260812
"2023-04-04","Nowon.gu",267223
"2023-05-01","Nowon.gu",268432
"2023-05-02","Nowon.gu",276970
"2023-05-03","Nowon.gu",281740
"2023-05-04","Nowon.gu",263812
"2023-06-01","Nowon.gu",269834
"2023-06-02","Nowon.gu",255414
"2023-06-03","Nowon.gu",263637
"2023-06-04","Nowon.gu",257598
"2023-06-05","Nowon.gu",256031
"2023-07-01","Nowon.gu",263758
"2023-07-02","Nowon.gu",258562
"2023-07-03","Nowon.gu",258817
"2023-07-04","Nowon.gu",261644
"2023-08-01","Nowon.gu",254667
"2019-01-01","Dobong.gu",147156
"2019-01-02","Dobong.gu",145985
"2019-01-03","Dobong.gu",144905
"2019-01-04","Dobong.gu",146952
"2019-01-05","Dobong.gu",156427
"2019-02-01","Dobong.gu",163510
"2019-02-02","Dobong.gu",147241
"2019-02-03","Dobong.gu",143498
"2019-02-04","Dobong.gu",141199
"2019-03-01","Dobong.gu",149738
"2019-03-02","Dobong.gu",149019
"2019-03-03","Dobong.gu",148745
"2019-03-04","Dobong.gu",147633
"2019-04-01","Dobong.gu",155688
"2019-04-02","Dobong.gu",152726
"2019-04-03","Dobong.gu",156241
"2019-04-04","Dobong.gu",151544
"2019-05-01","Dobong.gu",159467
"2019-05-02","Dobong.gu",165544
"2019-05-03","Dobong.gu",156716
"2019-05-04","Dobong.gu",157592
"2019-05-05","Dobong.gu",155195
"2019-06-01","Dobong.gu",153462
"2019-06-02","Dobong.gu",151529
"2019-06-03","Dobong.gu",152687
"2019-06-04","Dobong.gu",154382
"2019-07-01","Dobong.gu",150701
"2019-07-02","Dobong.gu",150734
"2019-07-03","Dobong.gu",149777
"2019-07-04","Dobong.gu",144208
"2019-08-01","Dobong.gu",141201
"2019-08-02","Dobong.gu",137296
"2019-08-03","Dobong.gu",130137
"2019-08-04","Dobong.gu",136254
"2019-08-05","Dobong.gu",149913
"2019-09-01","Dobong.gu",148925
"2019-09-02","Dobong.gu",180362
"2019-09-03","Dobong.gu",152355
"2019-09-04","Dobong.gu",142568
"2019-10-01","Dobong.gu",146887
"2019-10-02","Dobong.gu",143751
"2019-10-03","Dobong.gu",152194
"2019-10-04","Dobong.gu",153632
"2019-10-05","Dobong.gu",154692
"2019-11-01","Dobong.gu",151726
"2019-11-02","Dobong.gu",146190
"2019-11-03","Dobong.gu",149835
"2019-11-04","Dobong.gu",149535
"2019-12-01","Dobong.gu",145164
"2019-12-02","Dobong.gu",146183
"2019-12-03","Dobong.gu",146025
"2019-12-04","Dobong.gu",149431
"2020-01-01","Dobong.gu",153370
"2020-01-02","Dobong.gu",149926
"2020-01-03","Dobong.gu",152582
"2020-01-04","Dobong.gu",177687
