"YEARMONTHWEEK","DIST","mobility"
"2022-06-01","Mapo.gu",500711
"2022-06-02","Mapo.gu",469392
"2022-06-03","Mapo.gu",492384
"2022-06-04","Mapo.gu",489908
"2022-06-05","Mapo.gu",475406
"2022-07-01","Mapo.gu",492931
"2022-07-02","Mapo.gu",478277
"2022-07-03","Mapo.gu",482813
"2022-07-04","Mapo.gu",480126
"2022-08-01","Mapo.gu",478045
"2022-08-02","Mapo.gu",454393
"2022-08-03","Mapo.gu",467186
"2022-08-04","Mapo.gu",492299
"2022-09-01","Mapo.gu",489881
"2022-09-02","Mapo.gu",427416
"2022-09-03","Mapo.gu",486689
"2022-09-04","Mapo.gu",509194
"2022-09-05","Mapo.gu",498551
"2022-10-01","Mapo.gu",455348
"2022-10-02","Mapo.gu",476361
"2022-10-03","Mapo.gu",468306
"2022-10-04","Mapo.gu",472388
"2022-11-01","Mapo.gu",467905
"2022-11-02","Mapo.gu",461543
"2022-11-03","Mapo.gu",474963
"2022-11-04","Mapo.gu",471927
"2022-12-01","Mapo.gu",443619
"2022-12-02","Mapo.gu",484715
"2022-12-03","Mapo.gu",474804
"2022-12-04","Mapo.gu",486365
"2022-12-05","Mapo.gu",478414
"2023-01-01","Mapo.gu",471267
"2023-01-02","Mapo.gu",487499
"2023-01-03","Mapo.gu",441513
"2023-01-04","Mapo.gu",421436
"2023-02-01","Mapo.gu",496964
"2023-02-02","Mapo.gu",502375
"2023-02-03","Mapo.gu",504311
"2023-02-04","Mapo.gu",510988
"2023-03-01","Mapo.gu",489643
"2023-03-02","Mapo.gu",496742
"2023-03-03","Mapo.gu",498256
"2023-03-04","Mapo.gu",502516
"2023-03-05","Mapo.gu",522417
"2023-04-01","Mapo.gu",488336
"2023-04-02","Mapo.gu",480759
"2023-04-03","Mapo.gu",487806
"2023-04-04","Mapo.gu",500937
"2023-05-01","Mapo.gu",474269
"2023-05-02","Mapo.gu",517337
"2023-05-03","Mapo.gu",517729
"2023-05-04","Mapo.gu",485959
"2023-06-01","Mapo.gu",497599
"2023-06-02","Mapo.gu",481550
"2023-06-03","Mapo.gu",495911
"2023-06-04","Mapo.gu",497424
"2023-06-05","Mapo.gu",496555
"2023-07-01","Mapo.gu",509558
"2023-07-02","Mapo.gu",484395
"2023-07-03","Mapo.gu",502503
"2023-07-04","Mapo.gu",545226
"2023-08-01","Mapo.gu",503761
"2019-01-01","Seodaemun.gu",278756
"2019-01-02","Seodaemun.gu",293911
"2019-01-03","Seodaemun.gu",291835
"2019-01-04","Seodaemun.gu",289475
"2019-01-05","Seodaemun.gu",283369
"2019-02-01","Seodaemun.gu",237876
"2019-02-02","Seodaemun.gu",299168
"2019-02-03","Seodaemun.gu",297359
"2019-02-04","Seodaemun.gu",289469
"2019-03-01","Seodaemun.gu",324245
"2019-03-02","Seodaemun.gu",321501
"2019-03-03","Seodaemun.gu",319642
"2019-03-04","Seodaemun.gu",318069
"2019-04-01","Seodaemun.gu",317436
"2019-04-02","Seodaemun.gu",312912
"2019-04-03","Seodaemun.gu",305258
"2019-04-04","Seodaemun.gu",313261
"2019-05-01","Seodaemun.gu",320964
"2019-05-02","Seodaemun.gu",314009
"2019-05-03","Seodaemun.gu",323498
"2019-05-04","Seodaemun.gu",330058
"2019-05-05","Seodaemun.gu",334344
"2019-06-01","Seodaemun.gu",355021
"2019-06-02","Seodaemun.gu",347074
"2019-06-03","Seodaemun.gu",306100
"2019-06-04","Seodaemun.gu",307823
"2019-07-01","Seodaemun.gu",302552
"2019-07-02","Seodaemun.gu",299063
"2019-07-03","Seodaemun.gu",295179
"2019-07-04","Seodaemun.gu",288031
"2019-08-01","Seodaemun.gu",280755
"2019-08-02","Seodaemun.gu",281713
"2019-08-03","Seodaemun.gu",257176
"2019-08-04","Seodaemun.gu",257409
"2019-08-05","Seodaemun.gu",294783
"2019-09-01","Seodaemun.gu",308277
"2019-09-02","Seodaemun.gu",266523
"2019-09-03","Seodaemun.gu",314609
"2019-09-04","Seodaemun.gu",299973
"2019-10-01","Seodaemun.gu",295583
"2019-10-02","Seodaemun.gu",295989
"2019-10-03","Seodaemun.gu",315467
"2019-10-04","Seodaemun.gu",313951
"2019-10-05","Seodaemun.gu",317750
"2019-11-01","Seodaemun.gu",318074
"2019-11-02","Seodaemun.gu",312240
"2019-11-03","Seodaemun.gu",317274
"2019-11-04","Seodaemun.gu",319957
"2019-12-01","Seodaemun.gu",312445
"2019-12-02","Seodaemun.gu",312263
"2019-12-03","Seodaemun.gu",316103
"2019-12-04","Seodaemun.gu",297014
"2020-01-01","Seodaemun.gu",288739
"2020-01-02","Seodaemun.gu",300519
"2020-01-03","Seodaemun.gu",304860
"2020-01-04","Seodaemun.gu",273249
"2020-01-05","Seodaemun.gu",255526
"2020-02-01","Seodaemun.gu",255762
"2020-02-02","Seodaemun.gu",256561
"2020-02-03","Seodaemun.gu",241121
"2020-02-04","Seodaemun.gu",201681
"2020-03-01","Seodaemun.gu",196230
"2020-03-02","Seodaemun.gu",207389
"2020-03-03","Seodaemun.gu",213130
"2020-03-04","Seodaemun.gu",214731
"2020-04-01","Seodaemun.gu",214761
"2020-04-02","Seodaemun.gu",219080
"2020-04-03","Seodaemun.gu",214963
"2020-04-04","Seodaemun.gu",230931
"2020-04-05","Seodaemun.gu",223018
"2020-05-01","Seodaemun.gu",230112
"2020-05-02","Seodaemun.gu",232021
"2020-05-03","Seodaemun.gu",235741
"2020-05-04","Seodaemun.gu",238524
"2020-06-01","Seodaemun.gu",233307
"2020-06-02","Seodaemun.gu",240224
"2020-06-03","Seodaemun.gu",242454
"2020-06-04","Seodaemun.gu",241424
"2020-07-01","Seodaemun.gu",241069
"2020-07-02","Seodaemun.gu",237986
"2020-07-03","Seodaemun.gu",241908
"2020-07-04","Seodaemun.gu",241543
"2020-07-05","Seodaemun.gu",234609
"2020-08-01","Seodaemun.gu",230003
"2020-08-02","Seodaemun.gu",236752
"2020-08-03","Seodaemun.gu",202559
"2020-08-04","Seodaemun.gu",189217
"2020-09-01","Seodaemun.gu",178198
"2020-09-02","Seodaemun.gu",187226
"2020-09-03","Seodaemun.gu",218655
"2020-09-04","Seodaemun.gu",231304
"2020-10-01","Seodaemun.gu",195706
"2020-10-02","Seodaemun.gu",226485
"2020-10-03","Seodaemun.gu",244071
"2020-10-04","Seodaemun.gu",247676
"2020-10-05","Seodaemun.gu",249747
"2020-11-01","Seodaemun.gu",246332
"2020-11-02","Seodaemun.gu",248245
"2020-11-03","Seodaemun.gu",230614
"2020-11-04","Seodaemun.gu",207568
"2020-12-01","Seodaemun.gu",199437
"2020-12-02","Seodaemun.gu",196451
"2020-12-03","Seodaemun.gu",180500
"2020-12-04","Seodaemun.gu",173903
"2020-12-05","Seodaemun.gu",165703
"2021-01-01","Seodaemun.gu",174957
"2021-01-02","Seodaemun.gu",189893
"2021-01-03","Seodaemun.gu",205014
"2021-01-04","Seodaemun.gu",208332
"2021-02-01","Seodaemun.gu",206946
"2021-02-02","Seodaemun.gu",187128
"2021-02-03","Seodaemun.gu",217558
"2021-02-04","Seodaemun.gu",229381
"2021-03-01","Seodaemun.gu",219053
"2021-03-02","Seodaemun.gu",239979
"2021-03-03","Seodaemun.gu",238382
"2021-03-04","Seodaemun.gu",237870
"2021-04-01","Seodaemun.gu",232399
"2021-04-02","Seodaemun.gu",229520
"2021-04-03","Seodaemun.gu",222016
"2021-04-04","Seodaemun.gu",226233
"2021-04-05","Seodaemun.gu",228048
"2021-05-01","Seodaemun.gu",222839
"2021-05-02","Seodaemun.gu",230963
"2021-05-03","Seodaemun.gu",225425
"2021-05-04","Seodaemun.gu",228980
"2021-06-01","Seodaemun.gu",228486
"2021-06-02","Seodaemun.gu",226917
"2021-06-03","Seodaemun.gu",230463
"2021-06-04","Seodaemun.gu",234750
"2021-07-01","Seodaemun.gu",225178
"2021-07-02","Seodaemun.gu",220874
"2021-07-03","Seodaemun.gu",196904
"2021-07-04","Seodaemun.gu",198830
"2021-07-05","Seodaemun.gu",197286
"2021-08-01","Seodaemun.gu",197390
"2021-08-02","Seodaemun.gu",205062
"2021-08-03","Seodaemun.gu",203918
"2021-08-04","Seodaemun.gu",216179
"2021-09-01","Seodaemun.gu",222282
"2021-09-02","Seodaemun.gu",229463
"2021-09-03","Seodaemun.gu",228326
"2021-09-04","Seodaemun.gu",196122
"2021-09-05","Seodaemun.gu",235910
"2021-10-01","Seodaemun.gu",215351
"2021-10-02","Seodaemun.gu",219483
"2021-10-03","Seodaemun.gu",230920
"2021-10-04","Seodaemun.gu",236956
"2021-11-01","Seodaemun.gu",240042
"2021-11-02","Seodaemun.gu",237453
"2021-11-03","Seodaemun.gu",239646
"2021-11-04","Seodaemun.gu",242893
"2021-12-01","Seodaemun.gu",232552
"2021-12-02","Seodaemun.gu",201612
"2021-12-03","Seodaemun.gu",199633
"2021-12-04","Seodaemun.gu",260591
"2021-12-05","Seodaemun.gu",220139
"2022-01-01","Seodaemun.gu",226110
"2022-01-02","Seodaemun.gu",228222
"2022-01-03","Seodaemun.gu",230037
"2022-01-04","Seodaemun.gu",223515
"2022-02-01","Seodaemun.gu",183577
"2022-02-02","Seodaemun.gu",220961
"2022-02-03","Seodaemun.gu",215551
"2022-02-04","Seodaemun.gu",217185
"2022-03-01","Seodaemun.gu",218854
"2022-03-02","Seodaemun.gu",218328
"2022-03-03","Seodaemun.gu",226161
"2022-03-04","Seodaemun.gu",235447
"2022-03-05","Seodaemun.gu",233733
"2022-04-01","Seodaemun.gu",243330
"2022-04-02","Seodaemun.gu",246537
"2022-04-03","Seodaemun.gu",250018
"2022-04-04","Seodaemun.gu",255265
"2022-05-01","Seodaemun.gu",253770
"2022-05-02","Seodaemun.gu",266726
"2022-05-03","Seodaemun.gu",265898
"2022-05-04","Seodaemun.gu",264252
"2022-06-01","Seodaemun.gu",253940
"2022-06-02","Seodaemun.gu",243561
"2022-06-03","Seodaemun.gu",251876
"2022-06-04","Seodaemun.gu",250603
"2022-06-05","Seodaemun.gu",243804
"2022-07-01","Seodaemun.gu",249835
"2022-07-02","Seodaemun.gu",238696
"2022-07-03","Seodaemun.gu",241286
"2022-07-04","Seodaemun.gu",234673
"2022-08-01","Seodaemun.gu",229019
"2022-08-02","Seodaemun.gu",225879
"2022-08-03","Seodaemun.gu",227499
"2022-08-04","Seodaemun.gu",249190
"2022-09-01","Seodaemun.gu",261482
"2022-09-02","Seodaemun.gu",253883
"2022-09-03","Seodaemun.gu",271233
"2022-09-04","Seodaemun.gu",294436
"2022-09-05","Seodaemun.gu",363313
"2022-10-01","Seodaemun.gu",418961
"2022-10-02","Seodaemun.gu",381548
"2022-10-03","Seodaemun.gu",440541
"2022-10-04","Seodaemun.gu",445419
"2022-11-01","Seodaemun.gu",388146
"2022-11-02","Seodaemun.gu",405583
"2022-11-03","Seodaemun.gu",410222
"2022-11-04","Seodaemun.gu",420971
"2022-12-01","Seodaemun.gu",406752
"2022-12-02","Seodaemun.gu",342400
"2022-12-03","Seodaemun.gu",259693
"2022-12-04","Seodaemun.gu",253722
"2022-12-05","Seodaemun.gu",246689
"2023-01-01","Seodaemun.gu",243536
"2023-01-02","Seodaemun.gu",249585
"2023-01-03","Seodaemun.gu",240748
"2023-01-04","Seodaemun.gu",209345
"2023-02-01","Seodaemun.gu",244589
"2023-02-02","Seodaemun.gu",248007
"2023-02-03","Seodaemun.gu",246560
"2023-02-04","Seodaemun.gu",263970
"2023-03-01","Seodaemun.gu",274537
"2023-03-02","Seodaemun.gu",289984
"2023-03-03","Seodaemun.gu",293122
"2023-03-04","Seodaemun.gu",290984
"2023-03-05","Seodaemun.gu",281015
"2023-04-01","Seodaemun.gu",261980
"2023-04-02","Seodaemun.gu",258263
"2023-04-03","Seodaemun.gu",257737
"2023-04-04","Seodaemun.gu",263654
"2023-05-01","Seodaemun.gu",245817
"2023-05-02","Seodaemun.gu",276343
"2023-05-03","Seodaemun.gu",275608
"2023-05-04","Seodaemun.gu",264193
"2023-06-01","Seodaemun.gu",259317
"2023-06-02","Seodaemun.gu",250235
"2023-06-03","Seodaemun.gu",258829
"2023-06-04","Seodaemun.gu",248539
"2023-06-05","Seodaemun.gu",245622
"2023-07-01","Seodaemun.gu",254462
"2023-07-02","Seodaemun.gu",249213
"2023-07-03","Seodaemun.gu",251599
"2023-07-04","Seodaemun.gu",244831
"2023-08-01","Seodaemun.gu",237601
"2019-01-01","Seocho.gu",658741
"2019-01-02","Seocho.gu",780535
"2019-01-03","Seocho.gu",790284
"2019-01-04","Seocho.gu",795957
"2019-01-05","Seocho.gu",742360
"2019-02-01","Seocho.gu",484467
"2019-02-02","Seocho.gu",774029
"2019-02-03","Seocho.gu",767216
"2019-02-04","Seocho.gu",709202
"2019-03-01","Seocho.gu",774940
"2019-03-02","Seocho.gu",789587
"2019-03-03","Seocho.gu",776057
"2019-03-04","Seocho.gu",775002
"2019-04-01","Seocho.gu",784630
"2019-04-02","Seocho.gu",778571
"2019-04-03","Seocho.gu",787807
"2019-04-04","Seocho.gu",769193
"2019-05-01","Seocho.gu",740793
"2019-05-02","Seocho.gu",766100
"2019-05-03","Seocho.gu",804844
"2019-05-04","Seocho.gu",791487
"2019-05-05","Seocho.gu",776129
"2019-06-01","Seocho.gu",663280
"2019-06-02","Seocho.gu",707681
"2019-06-03","Seocho.gu",776857
"2019-06-04","Seocho.gu",758521
"2019-07-01","Seocho.gu",780422
"2019-07-02","Seocho.gu",789142
"2019-07-03","Seocho.gu",781859
"2019-07-04","Seocho.gu",769038
"2019-08-01","Seocho.gu",735540
"2019-08-02","Seocho.gu",744452
"2019-08-03","Seocho.gu",647891
"2019-08-04","Seocho.gu",661099
"2019-08-05","Seocho.gu",778922
"2019-09-01","Seocho.gu",762038
"2019-09-02","Seocho.gu",542624
"2019-09-03","Seocho.gu",798051
"2019-09-04","Seocho.gu",752355
"2019-10-01","Seocho.gu",723282
"2019-10-02","Seocho.gu",714857
"2019-10-03","Seocho.gu",767140
"2019-10-04","Seocho.gu",772402
"2019-10-05","Seocho.gu",771877
"2019-11-01","Seocho.gu",768362
"2019-11-02","Seocho.gu",764679
"2019-11-03","Seocho.gu",773628
"2019-11-04","Seocho.gu",784198
"2019-12-01","Seocho.gu",778681
"2019-12-02","Seocho.gu",800703
"2019-12-03","Seocho.gu",818754
"2019-12-04","Seocho.gu",746142
"2020-01-01","Seocho.gu",663066
"2020-01-02","Seocho.gu",744187
"2020-01-03","Seocho.gu",757391
"2020-01-04","Seocho.gu",604121
"2020-01-05","Seocho.gu",626200
"2020-02-01","Seocho.gu",669697
"2020-02-02","Seocho.gu",679970
"2020-02-03","Seocho.gu",649274
"2020-02-04","Seocho.gu",516244
"2020-03-01","Seocho.gu",495248
"2020-03-02","Seocho.gu",536502
"2020-03-03","Seocho.gu",548987
"2020-03-04","Seocho.gu",557550
"2020-04-01","Seocho.gu",562043
"2020-04-02","Seocho.gu",576548
"2020-04-03","Seocho.gu",556013
"2020-04-04","Seocho.gu",623910
"2020-04-05","Seocho.gu",575472
"2020-05-01","Seocho.gu",604332
"2020-05-02","Seocho.gu",649115
"2020-05-03","Seocho.gu",650058
"2020-05-04","Seocho.gu",657681
"2020-06-01","Seocho.gu",637423
"2020-06-02","Seocho.gu",643469
"2020-06-03","Seocho.gu",660595
"2020-06-04","Seocho.gu",661397
"2020-07-01","Seocho.gu",660534
"2020-07-02","Seocho.gu",661541
"2020-07-03","Seocho.gu",664407
"2020-07-04","Seocho.gu",662926
"2020-07-05","Seocho.gu",647722
"2020-08-01","Seocho.gu",628468
"2020-08-02","Seocho.gu",651508
"2020-08-03","Seocho.gu",527796
"2020-08-04","Seocho.gu",508717
"2020-09-01","Seocho.gu",479705
"2020-09-02","Seocho.gu",503726
"2020-09-03","Seocho.gu",585008
"2020-09-04","Seocho.gu",617421
"2020-10-01","Seocho.gu",418945
"2020-10-02","Seocho.gu",591498
"2020-10-03","Seocho.gu",664520
"2020-10-04","Seocho.gu",669208
"2020-10-05","Seocho.gu",673075
"2020-11-01","Seocho.gu",673230
"2020-11-02","Seocho.gu",685745
"2020-11-03","Seocho.gu",648394
"2020-11-04","Seocho.gu",577404
"2020-12-01","Seocho.gu",548796
"2020-12-02","Seocho.gu",510969
"2020-12-03","Seocho.gu",488760
"2020-12-04","Seocho.gu",445724
"2020-12-05","Seocho.gu",423041
"2021-01-01","Seocho.gu",493375
"2021-01-02","Seocho.gu",529356
"2021-01-03","Seocho.gu",560858
"2021-01-04","Seocho.gu",573229
"2021-02-01","Seocho.gu",582777
"2021-02-02","Seocho.gu",445649
"2021-02-03","Seocho.gu",596982
"2021-02-04","Seocho.gu",622251
"2021-03-01","Seocho.gu",578565
"2021-03-02","Seocho.gu",635088
"2021-03-03","Seocho.gu",639331
"2021-03-04","Seocho.gu",640853
"2021-04-01","Seocho.gu",636436
"2021-04-02","Seocho.gu",633187
"2021-04-03","Seocho.gu",614215
"2021-04-04","Seocho.gu",619510
"2021-04-05","Seocho.gu",617936
"2021-05-01","Seocho.gu",586656
"2021-05-02","Seocho.gu",632125
"2021-05-03","Seocho.gu",595395
"2021-05-04","Seocho.gu",630656
"2021-06-01","Seocho.gu",621668
"2021-06-02","Seocho.gu",618885
"2021-06-03","Seocho.gu",629252
"2021-06-04","Seocho.gu",646287
"2021-07-01","Seocho.gu",635401
"2021-07-02","Seocho.gu",606136
"2021-07-03","Seocho.gu",538686
"2021-07-04","Seocho.gu",544955
"2021-07-05","Seocho.gu",541588
"2021-08-01","Seocho.gu",538365
"2021-08-02","Seocho.gu",563502
"2021-08-03","Seocho.gu",536496
"2021-08-04","Seocho.gu",578395
"2021-09-01","Seocho.gu",581295
"2021-09-02","Seocho.gu",589723
"2021-09-03","Seocho.gu",605213
"2021-09-04","Seocho.gu",424051
"2021-09-05","Seocho.gu",598915
"2021-10-01","Seocho.gu",562308
"2021-10-02","Seocho.gu",579845
"2021-10-03","Seocho.gu",614364
"2021-10-04","Seocho.gu",626264
"2021-11-01","Seocho.gu",642713
"2021-11-02","Seocho.gu",642221
"2021-11-03","Seocho.gu",649911
"2021-11-04","Seocho.gu",649855
"2021-12-01","Seocho.gu",634476
"2021-12-02","Seocho.gu",594979
"2021-12-03","Seocho.gu",578107
"2021-12-04","Seocho.gu",567619
"2021-12-05","Seocho.gu",561155
"2022-01-01","Seocho.gu",608800
"2022-01-02","Seocho.gu",620119
"2022-01-03","Seocho.gu",622695
"2022-01-04","Seocho.gu",608792
"2022-02-01","Seocho.gu",396577
"2022-02-02","Seocho.gu",586950
"2022-02-03","Seocho.gu",572338
"2022-02-04","Seocho.gu",568878
"2022-03-01","Seocho.gu",524240
"2022-03-02","Seocho.gu",529367
"2022-03-03","Seocho.gu",559192
"2022-03-04","Seocho.gu",577055
"2022-03-05","Seocho.gu",597040
"2022-04-01","Seocho.gu",627245
"2022-04-02","Seocho.gu",632574
"2022-04-03","Seocho.gu",658359
"2022-04-04","Seocho.gu",677157
"2022-05-01","Seocho.gu",634152
"2022-05-02","Seocho.gu",699481
"2022-05-03","Seocho.gu",694171
"2022-05-04","Seocho.gu",688253
"2022-06-01","Seocho.gu",637941
"2022-06-02","Seocho.gu",634165
"2022-06-03","Seocho.gu",683349
"2022-06-04","Seocho.gu",679796
"2022-06-05","Seocho.gu",666823
"2022-07-01","Seocho.gu",687236
"2022-07-02","Seocho.gu",662987
"2022-07-03","Seocho.gu",675885
"2022-07-04","Seocho.gu",660813
"2022-08-01","Seocho.gu",625151
"2022-08-02","Seocho.gu",590339
"2022-08-03","Seocho.gu",594661
"2022-08-04","Seocho.gu",668514
"2022-09-01","Seocho.gu",665638
"2022-09-02","Seocho.gu",541804
"2022-09-03","Seocho.gu",628571
"2022-09-04","Seocho.gu",696664
"2022-09-05","Seocho.gu",702905
"2022-10-01","Seocho.gu",669291
"2022-10-02","Seocho.gu",672731
"2022-10-03","Seocho.gu",714708
"2022-10-04","Seocho.gu",716390
"2022-11-01","Seocho.gu",679562
"2022-11-02","Seocho.gu",684193
"2022-11-03","Seocho.gu",685966
"2022-11-04","Seocho.gu",722019
"2022-12-01","Seocho.gu",692800
"2022-12-02","Seocho.gu",710955
"2022-12-03","Seocho.gu",671951
"2022-12-04","Seocho.gu",661187
"2022-12-05","Seocho.gu",632239
"2023-01-01","Seocho.gu",652131
"2023-01-02","Seocho.gu",679066
"2023-01-03","Seocho.gu",611499
"2023-01-04","Seocho.gu",529518
"2023-02-01","Seocho.gu",675979
"2023-02-02","Seocho.gu",677870
"2023-02-03","Seocho.gu",680494
"2023-02-04","Seocho.gu",680785
"2023-03-01","Seocho.gu",633493
"2023-03-02","Seocho.gu",668807
"2023-03-03","Seocho.gu",677944
"2023-03-04","Seocho.gu",676511
"2023-03-05","Seocho.gu",665554
"2023-04-01","Seocho.gu",654401
"2023-04-02","Seocho.gu",654978
"2023-04-03","Seocho.gu",646283
"2023-04-04","Seocho.gu",661305
"2023-05-01","Seocho.gu",574597
"2023-05-02","Seocho.gu",685144
"2023-05-03","Seocho.gu",679388
"2023-05-04","Seocho.gu",645786
"2023-06-01","Seocho.gu",622945
"2023-06-02","Seocho.gu",601218
"2023-06-03","Seocho.gu",668514
"2023-06-04","Seocho.gu",657821
"2023-06-05","Seocho.gu",657888
"2023-07-01","Seocho.gu",678352
"2023-07-02","Seocho.gu",656453
"2023-07-03","Seocho.gu",674417
"2023-07-04","Seocho.gu",669850
"2023-08-01","Seocho.gu",649383
"2019-01-01","Seongdong.gu",255633
"2019-01-02","Seongdong.gu",285680
"2019-01-03","Seongdong.gu",288664
"2019-01-04","Seongdong.gu",292123
"2019-01-05","Seongdong.gu",285421
"2019-02-01","Seongdong.gu",222198
"2019-02-02","Seongdong.gu",296166
"2019-02-03","Seongdong.gu",295533
"2019-02-04","Seongdong.gu",278186
"2019-03-01","Seongdong.gu",313196
"2019-03-02","Seongdong.gu",313768
"2019-03-03","Seongdong.gu",312788
"2019-03-04","Seongdong.gu",311998
"2019-04-01","Seongdong.gu",316421
"2019-04-02","Seongdong.gu",313093
"2019-04-03","Seongdong.gu",317783
"2019-04-04","Seongdong.gu",314558
"2019-05-01","Seongdong.gu",318194
"2019-05-02","Seongdong.gu",314824
"2019-05-03","Seongdong.gu",324616
"2019-05-04","Seongdong.gu",329888
"2019-05-05","Seongdong.gu",331013
"2019-06-01","Seongdong.gu",324627
"2019-06-02","Seongdong.gu",327880
"2019-06-03","Seongdong.gu",311444
"2019-06-04","Seongdong.gu",309212
"2019-07-01","Seongdong.gu",304020
"2019-07-02","Seongdong.gu",300396
"2019-07-03","Seongdong.gu",299651
"2019-07-04","Seongdong.gu",287509
"2019-08-01","Seongdong.gu",279139
"2019-08-02","Seongdong.gu",274021
"2019-08-03","Seongdong.gu",246176
"2019-08-04","Seongdong.gu",253892
"2019-08-05","Seongdong.gu",304440
"2019-09-01","Seongdong.gu",307634
"2019-09-02","Seongdong.gu",255888
"2019-09-03","Seongdong.gu",320288
"2019-09-04","Seongdong.gu",308987
"2019-10-01","Seongdong.gu",297969
"2019-10-02","Seongdong.gu",295309
"2019-10-03","Seongdong.gu",321196
"2019-10-04","Seongdong.gu",318217
"2019-10-05","Seongdong.gu",323023
"2019-11-01","Seongdong.gu",318993
"2019-11-02","Seongdong.gu",309308
"2019-11-03","Seongdong.gu",321455
"2019-11-04","Seongdong.gu",319556
"2019-12-01","Seongdong.gu",310892
"2019-12-02","Seongdong.gu",313713
"2019-12-03","Seongdong.gu",316580
"2019-12-04","Seongdong.gu",294001
"2020-01-01","Seongdong.gu",280613
"2020-01-02","Seongdong.gu",303501
"2020-01-03","Seongdong.gu",306648
"2020-01-04","Seongdong.gu",275364
"2020-01-05","Seongdong.gu",270001
"2020-02-01","Seongdong.gu",280365
"2020-02-02","Seongdong.gu",282737
"2020-02-03","Seongdong.gu",265922
"2020-02-04","Seongdong.gu",240409
"2020-03-01","Seongdong.gu",237875
"2020-03-02","Seongdong.gu",249967
"2020-03-03","Seongdong.gu",256538
"2020-03-04","Seongdong.gu",261339
"2020-04-01","Seongdong.gu",264449
"2020-04-02","Seongdong.gu",264482
"2020-04-03","Seongdong.gu",258125
"2020-04-04","Seongdong.gu",273920
"2020-04-05","Seongdong.gu",263193
"2020-05-01","Seongdong.gu",269575
"2020-05-02","Seongdong.gu",284961
"2020-05-03","Seongdong.gu",290323
"2020-05-04","Seongdong.gu",286338
"2020-06-01","Seongdong.gu",279402
"2020-06-02","Seongdong.gu",281953
"2020-06-03","Seongdong.gu",290025
"2020-06-04","Seongdong.gu",284832
"2020-07-01","Seongdong.gu",289056
"2020-07-02","Seongdong.gu",283264
"2020-07-03","Seongdong.gu",288206
"2020-07-04","Seongdong.gu",285862
"2020-07-05","Seongdong.gu",278495
"2020-08-01","Seongdong.gu",267223
"2020-08-02","Seongdong.gu",277845
"2020-08-03","Seongdong.gu",245472
"2020-08-04","Seongdong.gu",243338
"2020-09-01","Seongdong.gu",234032
"2020-09-02","Seongdong.gu",243881
"2020-09-03","Seongdong.gu",273529
"2020-09-04","Seongdong.gu",285542
"2020-10-01","Seongdong.gu",223688
"2020-10-02","Seongdong.gu",273889
"2020-10-03","Seongdong.gu",293061
"2020-10-04","Seongdong.gu",296830
"2020-10-05","Seongdong.gu",300033
"2020-11-01","Seongdong.gu",297154
"2020-11-02","Seongdong.gu",299083
"2020-11-03","Seongdong.gu",283648
"2020-11-04","Seongdong.gu",260022
"2020-12-01","Seongdong.gu",254749
"2020-12-02","Seongdong.gu",235785
"2020-12-03","Seongdong.gu",227274
"2020-12-04","Seongdong.gu",220256
"2020-12-05","Seongdong.gu",217482
"2021-01-01","Seongdong.gu",239808
"2021-01-02","Seongdong.gu",254633
"2021-01-03","Seongdong.gu",273689
"2021-01-04","Seongdong.gu",276823
"2021-02-01","Seongdong.gu",268481
"2021-02-02","Seongdong.gu",226113
"2021-02-03","Seongdong.gu",274164
"2021-02-04","Seongdong.gu",290027
"2021-03-01","Seongdong.gu",274494
"2021-03-02","Seongdong.gu",299297
"2021-03-03","Seongdong.gu",298333
"2021-03-04","Seongdong.gu",298200
"2021-04-01","Seongdong.gu",304490
"2021-04-02","Seongdong.gu",303101
"2021-04-03","Seongdong.gu",293438
"2021-04-04","Seongdong.gu",304529
"2021-04-05","Seongdong.gu",295582
"2021-05-01","Seongdong.gu",286445
"2021-05-02","Seongdong.gu",290427
"2021-05-03","Seongdong.gu",289145
"2021-05-04","Seongdong.gu",297183
"2021-06-01","Seongdong.gu",300211
"2021-06-02","Seongdong.gu",292152
"2021-06-03","Seongdong.gu",305636
"2021-06-04","Seongdong.gu",307775
"2021-07-01","Seongdong.gu",296006
"2021-07-02","Seongdong.gu",283736
"2021-07-03","Seongdong.gu",259242
"2021-07-04","Seongdong.gu",259210
"2021-07-05","Seongdong.gu",258606
"2021-08-01","Seongdong.gu",255856
"2021-08-02","Seongdong.gu",266368
"2021-08-03","Seongdong.gu",258828
"2021-08-04","Seongdong.gu",278618
"2021-09-01","Seongdong.gu",288580
"2021-09-02","Seongdong.gu",294129
"2021-09-03","Seongdong.gu",295193
"2021-09-04","Seongdong.gu",242127
"2021-09-05","Seongdong.gu",294553
"2021-10-01","Seongdong.gu",272792
"2021-10-02","Seongdong.gu",285570
"2021-10-03","Seongdong.gu",300328
"2021-10-04","Seongdong.gu",313693
"2021-11-01","Seongdong.gu",323660
"2021-11-02","Seongdong.gu",310340
"2021-11-03","Seongdong.gu",314596
"2021-11-04","Seongdong.gu",314028
"2021-12-01","Seongdong.gu",300923
"2021-12-02","Seongdong.gu",293291
"2021-12-03","Seongdong.gu",289084
"2021-12-04","Seongdong.gu",285690
"2021-12-05","Seongdong.gu",275858
"2022-01-01","Seongdong.gu",287575
"2022-01-02","Seongdong.gu",291994
"2022-01-03","Seongdong.gu",296816
